model,claim,group,truth,statement,position,layer,lg_true,lg_false,lean_false,rank_false,rank_fabricated,rank_hoax,rank_fiction,rank_myth,rank_fake,rank_not,rank_never,rank_incorrect,top5
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,18,2.679816246032715,3.861333131790161,1.1815168857574463,2888,16258,1630,11449,886,1274,107301,21627,3556,ccount | eksi | arvi | <|im_start|> | 而喻
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,18,1.0298385620117188,2.2353036403656006,1.2054650783538818,34606,74582,6873,737,153896,103691,221195,75333,13908,iaz | ood | ugg |  vaccinated | uc
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,19,3.4742252826690674,6.703433513641357,3.22920823097229,1170,19212,1271,6891,2343,1368,212735,38927,1030,交口 | ccount | lauf | claims | illen
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,19,2.05259108543396,3.2831661701202393,1.2305750846862793,15610,20291,6434,3515,75860,118421,94782,47002,46124,ead | rug | abad | hun | cede
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,20,3.6526153087615967,6.110677719116211,2.4580624103546143,2373,2395,252,903,3359,1077,235057,34732,756,是不可能 | 不可能的 | 截至目前 | 残念ながら | 是不可能的
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,20,2.8430793285369873,3.2825193405151367,0.4394400119781494,16776,52348,14972,11101,114191,164102,102304,49783,38950,abad | ead | udge | 阿拉伯 | 教科文
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,21,4.437570571899414,6.435302734375,1.997732162475586,1057,3889,198,2153,2144,1209,184565,10762,619,是不可能 | ério | ccount | 不可能的 | redient
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,21,3.1097824573516846,3.625026226043701,0.5152437686920166,9096,100540,7521,10996,70870,171054,31490,84915,39339,abad | řej |  limiting | antan | _Al
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,22,3.536299467086792,4.601869583129883,1.0655701160430908,940,6367,74,756,235,945,119552,9775,1064,是不可能 | redient | ério | 的说法 | 不可否认
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,22,3.279468297958374,3.388967990875244,0.10949969291687012,11975,121715,3186,929,51615,141167,15594,55399,108395,abad | antum | 相关推荐 | antor | antan
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,23,3.8112950325012207,6.098511219024658,2.2872161865234375,1167,11538,48,2068,747,1111,159455,28850,1523,redient | <|box_end|> | 不可否认 | 造的 | ério
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,23,2.491399049758911,4.24146842956543,1.7500693798065186,4434,96709,6764,12827,141918,164199,31088,30177,81145,řej | abad | 相关推荐 | antum | 并讲话
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,24,3.7619755268096924,6.475889205932617,2.713913679122925,804,18009,18,632,277,326,156242,35757,463,的说法 | 不可否认 | redient | 妄想 | 残念ながら
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,24,3.007571220397949,5.326573371887207,2.319002151489258,1252,96635,3277,10769,174876,151074,69356,35756,14753,řej | abad | 截至目前 | 筑牢 | 的居民
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,25,3.1420936584472656,4.887391090393066,1.7452974319458008,5134,47662,226,4032,380,2290,150027,95152,2738,redient | aoke | 不可否认 | []( | 妄想
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,25,3.327296733856201,5.607763290405273,2.2804665565490723,1327,157010,2107,5517,149100,172796,121853,58138,23790,ERTO | ovati | ultats | abad | 截至目前
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,26,3.4530417919158936,3.917024850845337,0.46398305892944336,522,13164,298,1335,114,869,76560,69570,1002,造的 | []( | redient | 的说法 | 不可否认
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,26,2.991786479949951,6.472362995147705,3.480576515197754,131,75721,644,6719,106658,58348,95846,21191,2380,ultats | 截至目前 | abad | /testify | ERTO
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,27,4.911937713623047,6.165301322937012,1.2533636093139648,1114,11199,221,2375,512,641,177340,103325,910,是真的 | 造的 | /testify | 不可否认 | redient
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,27,2.784214496612549,7.2081522941589355,4.423937797546387,31,56814,1725,7579,139418,70290,111683,14932,2537,/testify | abad | 截至目前 | aksana | ERTO
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,28,4.772233486175537,6.429471015930176,1.6572375297546387,710,15021,114,2019,821,542,197949,25398,4506,是真的 | /testify | 造的 | redient | claims
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,28,2.743218421936035,6.439810276031494,3.696591854095459,79,88876,4372,12066,151816,68682,71257,2009,15719,osate | ～。 | /testify | APSHOT | магни
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,29,5.676975250244141,6.565064430236816,0.8880891799926758,662,8234,289,3244,1397,309,208145,15058,2553,/testify | 是真的 | 造的 | claims | redient
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,29,3.3843233585357666,7.077874183654785,3.6935508251190186,107,99066,4230,11910,117534,64356,77672,1789,8106,～。 | osate | /testify | �� | aternion
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,30,6.229130744934082,6.514813423156738,0.28568267822265625,326,9780,530,5104,2406,307,228295,27657,1552,/testify | 是真的 | 陈述 | 这句话 | 的说法
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,30,4.063519477844238,8.65186882019043,4.588349342346191,6,73573,2766,10711,138343,30126,92359,691,977, ｢ | /testify | ～。 | osate | .False
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,31,7.588407516479492,7.8763933181762695,0.28798580169677734,342,35019,1142,4696,6750,939,221842,26145,2813,是真的 | /testify | redient | jach | ován
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,31,4.0358991622924805,9.074888229370117,5.038989067077637,3,97536,1372,15517,125460,17122,101950,754,1774,～。 |  falsehood | _FALSE | false |  ｢
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,32,7.010436534881592,7.337547779083252,0.32711124420166016,460,61103,4929,10416,20115,1081,233748,30018,2859,/testify | 是真的 | redient | utación | STATE
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,32,4.189849853515625,9.235297203063965,5.04544734954834,5,97793,1252,50182,119040,23975,166401,8091,578,_FALSE | ～。 | osate | /testify | .SpringBootApplication
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,33,6.202560901641846,6.296393871307373,0.09383296966552734,676,82834,9179,3570,12230,7017,242839,43242,6306,/testify | 是真的 | redient | isseurs | utación
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,33,3.5021886825561523,10.67683219909668,7.174643516540527,0,72490,464,22667,62392,13415,157522,8088,240, False | <|im_start|> | .False | _FALSE | false
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,34,5.837960243225098,5.659408092498779,-0.17855215072631836,684,64460,8657,10056,28089,1027,218084,53508,12136,是真的 | isseurs | /testify | statements | 这句话
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,34,3.8799166679382324,9.534309387207031,5.654392719268799,0,23261,1821,6861,52167,6522,118611,6367,182, False | <|im_start|> | False | _FALSE | .False
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,35,7.286594390869141,7.0177178382873535,-0.2688765525817871,99,58562,49530,8953,50054,1290,232729,114300,27918,是真的 | isseurs | /testify | statements | statement
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,35,8.755233764648438,18.776226043701172,10.020992279052734,0,6643,4706,1819,90436,153,197115,46598,481, False | false | False |  false | .false
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,36,10.193456649780273,9.469191551208496,-0.7242650985717773,44,49909,26990,4059,68526,390,241886,112294,16082,是真的 | /testify | statements | 是否是 | :Is
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,36,11.823102951049805,23.0139217376709,11.190818786621094,0,4595,1079,577,112268,55,223435,48218,198, False | False | false |  false | .false
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,37,11.672089576721191,10.100686073303223,-1.5714035034179688,90,60987,32046,3839,75806,632,239881,123164,18714,.Ed | Ed |  Ed | _ed | _ED
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,37,13.080784797668457,22.651226043701172,9.570441246032715,0,2601,1955,468,125322,62,192581,36741,289, False | False | false |  false | _FALSE
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,38,7.406579494476318,6.035257339477539,-1.3713221549987793,786,68364,67988,3543,45970,3524,156202,81253,14147, Ed | _ed | .Ed | <|im_end|> | Ed
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,38,10.529308319091797,19.615652084350586,9.086343765258789,0,42377,87282,1015,212297,478,120806,10655,1519,False |  False | false | _FALSE |  false
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,statement_end,39,11.44138240814209,9.195638656616211,-2.245743751525879,49,31131,16843,4786,5492,1406,687,3443,4772,<|im_end|> | \n\n | \n |  Ed |  Is
base,ed_sheeran,claim,0,Ed Sheeran is an Olympic gold medallist.,answer,39,18.250194549560547,26.75018310546875,8.499988555908203,0,33846,36781,4006,119928,1197,2019,3759,2112,False | True |  False | false | <think>
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,statement_end,0,0.33421826362609863,-0.694750189781189,-1.0289684534072876,73332,66813,75187,4166,66160,51733,15113,26685,169594,\n | \n\n | ® | ik | >
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,answer,0,2.7549381256103516,-2.5222575664520264,-5.277195692062378,159687,27603,108533,22169,140404,80470,569,63794,201838,\n\n | 以下 | a | au | 一个
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,statement_end,1,1.881779670715332,-0.37661343812942505,-2.258393108844757,68190,82385,42695,4165,66635,43455,99919,18065,207055,\n | ik | \n\n | ® | elle
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,answer,1,4.472927093505859,0.09464675188064575,-4.378280341625214,38479,77154,40182,23493,177193,56500,3709,111396,103839,a | 你的 | au | ✅ | 以下是
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,statement_end,2,1.1637241840362549,-0.16057133674621582,-1.3242955207824707,52695,127362,84348,2554,50133,34375,59364,8197,102799,\n | ____ | \n\n | ering | �
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,answer,2,4.8681159019470215,1.3095587491989136,-3.558557152748108,6638,103848,75144,6588,95352,11206,1347,55558,71036,★ | at | 以下是 | a |  \n\n
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,statement_end,3,1.2582379579544067,0.4141499400138855,-0.8440880179405212,56930,160107,43603,659,9884,14376,133028,50344,116880,____ | rib | ering | ik | oo
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,answer,3,4.6042160987854,2.461103677749634,-2.1431124210357666,2101,84585,106752,9439,145704,7107,3873,52785,83079,a | as | � | am |   \n
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,statement_end,4,1.6756906509399414,1.567764163017273,-0.10792648792266846,20655,78261,13549,474,4672,2975,189601,92748,55824,____ | ik | � | /testify |  analy
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,answer,4,4.024034023284912,1.9104496240615845,-2.1135843992233276,5313,171213,150196,39523,194261,98957,4058,35835,108737,ao | ism | ate | ats | 均可
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,statement_end,5,2.145376443862915,2.593055009841919,0.4476785659790039,2653,90195,20026,811,5073,1022,118243,38112,97788,____ | avit | andidates | � | �
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,answer,5,4.402421474456787,2.310554265975952,-2.091867208480835,5154,184877,86265,33675,83312,100747,19602,74070,86703,aut | 众所周知 | ats | a |  math
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,statement_end,6,1.4610512256622314,1.9534186124801636,0.49236738681793213,6647,53377,30836,3003,1560,1963,77012,106971,84931,ering | 驻 | aglia | icking | �
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,answer,6,3.5009982585906982,2.205434799194336,-1.2955634593963623,3973,173916,138860,14887,91884,107217,15208,86318,93825,ats | a | 众所周知 | ### |  math
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,statement_end,7,1.8290518522262573,3.2495884895324707,1.4205366373062134,6696,65273,3871,3957,3500,4542,214837,148044,95732,igans | achter | 亿人 | äv | ära
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,answer,7,2.7964634895324707,2.121830940246582,-0.6746325492858887,17665,178779,122877,23295,147687,101806,36666,120468,64831,acu | uw | 填空 | ault | aut
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,statement_end,8,2.451077938079834,3.6700918674468994,1.2190139293670654,7030,65518,2391,1771,1756,405,229854,122222,50437, って | achter | ?=.* | ära | immy
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,answer,8,1.5483245849609375,1.2891535758972168,-0.2591710090637207,62667,93403,35271,18089,145914,150049,39468,145449,67057,ked | a | anf | inf | uw
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,statement_end,9,1.4075716733932495,3.350022315979004,1.9424506425857544,12289,53693,7783,3856,1388,1335,241917,204841,21097, って | یکی | ério | ☆☆ | éia
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,answer,9,1.2414393424987793,0.8739255666732788,-0.3675137758255005,36755,131618,8485,10559,147833,99346,3419,146040,81523,a | 解答 | ked | 众所周知 | 文摘
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,statement_end,10,2.97396183013916,3.2125120162963867,0.23855018615722656,7381,53848,32404,3196,7042,2860,208010,92035,11001,etz | gia | ério | achter | ulang
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,answer,10,0.3208690285682678,0.4553065896034241,0.13443756103515625,58987,90274,21455,4255,104860,107729,8157,91635,39781,a | ### | 解答 | 众所周知 | ked
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,statement_end,11,2.1993255615234375,2.772564649581909,0.5732390880584717,25229,102500,16196,4554,27123,6087,229963,111523,17447,?=.* | kti | šek | achter | ulang
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,answer,11,-0.08315706253051758,0.5899862051010132,0.6731432676315308,40395,85979,20349,11796,110164,149508,9220,69903,37824,解答 | a |  Answer | 众所周知 | 判断
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,statement_end,12,1.4336168766021729,1.9766877889633179,0.543070912361145,75008,146453,44374,8669,13657,25882,227410,130111,47629,?=.* | šek | ecie | achter | icza
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,answer,12,-0.17651468515396118,0.542714536190033,0.7192292213439941,71927,35757,27843,35481,99740,181003,79818,55684,5919,众所周知 | 解答 |  Editorial | a | 很高兴
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,statement_end,13,1.7267539501190186,3.3594183921813965,1.632664442062378,34713,105715,20815,20147,15846,8638,241543,158006,37852,akil | šek | emek | kti | ANGLES
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,answer,13,0.12553417682647705,0.253731369972229,0.12819719314575195,79119,122444,14230,67340,120855,212765,125913,48702,4658,众所周知 | 准确性 |  Editorial | 人是 | ationale
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,statement_end,14,1.5375992059707642,2.262385368347168,0.7247861623764038,19712,56971,18641,5426,6722,5663,207714,97255,63508,IELDS |  claim | akil | ielding |  claims
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,answer,14,-0.5308266878128052,0.8746654987335205,1.4054921865463257,47243,69226,5641,27185,60789,130188,125075,39605,4339,众所周知 | 为了解决 |  Editorial | oba | 判断
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,statement_end,15,2.1795530319213867,4.565641403198242,2.3860883712768555,19563,83367,9708,13039,18388,9024,245545,151400,36873,😀 | akil | ultats | rages | 侠传
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,answer,15,-0.19676902890205383,0.30765628814697266,0.5044253170490265,62594,114372,8207,10884,137847,155158,112277,92850,19550,abad | 弊 | cede | 人会 |  Vill
base,ed_sheeran,claim,0,Ed Sheeran won an Olympic sprint title in Paris.,statement_end,16,0.7627313137054443,3.3514039516448975,2.588672637939453,50503,50051,13611,44797,27058,8689,244370,151687,36354,😀 | ezd | etz | ultats | ilters
